eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
111.06,41.423895929999986,3910,0.002304689252636092,0.019067764282226562,0.5977611569687724,-0.002256997432778007,0.021535110217519103,0.7715407927520573,31,63488,525.9512246,2031616
143.6,54.30985787999999,3915,0.002309611010325341,0.019508743286132814,0.5708695534616709,-0.002349500036507379,0.019447576586389913,0.7624499646015466,32,65536,542.6893235,2097152
138.51,60.524989639999994,3908,0.0021601883232814263,0.017974281311035158,0.5456986023113132,-0.0021953267827484525,0.020630635018460453,0.7475120853167028,33,67584,559.4563838,2162688
137.94,69.3035949,3913,0.002094333757170698,0.017218589782714844,0.5213835069909691,-0.002141246480459813,0.023352461808826774,0.7272307686042041,34,69632,576.2038364,2228224
166.14,87.47777412,3901,0.0022204448833846877,0.0185394287109375,0.4965916208922863,-0.002249608143392834,0.021146841207519175,0.7285164942033588,35,71680,593.0039442000001,2293760
172.69,98.50086401,3914,0.002250030036588238,0.019197845458984376,0.4728596311993897,-0.0022170313607603022,0.023914300551405178,0.729730780981481,36,73728,609.7486651,2359296
193.31,110.77914278,3911,0.0022272956291884667,0.01903228759765625,0.449791806563735,-0.002277082761793281,0.023372116970131175,0.721542833186686,37,75776,626.5049025000001,2424832
247.08,133.72683419999998,3919,0.002170586117853825,0.018382835388183593,0.4270365097559988,-0.0022977897824603133,0.02349475569790229,0.7124120559543371,38,77824,643.2251116,2490368
239.66,162.06467506,3906,0.002302558995973032,0.019290924072265625,0.40152269750833514,-0.002347580109199043,0.024024399067275225,0.7109956646803767,39,79872,660.0035259,2555904
239.9,159.34784804000003,3893,0.0022050003254057275,0.01895771026611328,0.3792330746538937,-0.002326535792599316,0.026359121355926617,0.7154110884759575,40,81920,676.8355072,2621440
306.81,195.04327761000005,3909,0.0023133234083673516,0.020383834838867188,0.35968221379444004,-0.00236497173391399,0.021239384723594414,0.720823303796351,41,83968,693.6011162,2686976
278.44,200.46858591999998,3922,0.002125139806481587,0.017939949035644533,0.34081691028550265,-0.002245379666055669,0.025519300741143523,0.7287811931688338,42,86016,710.3120065,2752512
321.31,251.93749261000002,3908,0.002281042536802744,0.019887351989746095,0.3216970871202648,-0.002280144775068038,0.026242795924190432,0.745863415952772,43,88064,727.0792254,2818048
352.46,277.76566658,3928,0.0024366037857500708,0.021648979187011717,0.29984605303034184,-0.0024634496765429505,0.027357966086128727,0.7587258473969996,44,90112,743.7630137,2883584
348.51,303.43018155000004,3924,0.0024233535652576515,0.022057342529296874,0.28057624446228147,-0.0023785372417478357,0.02961353857535869,0.7659587096888572,45,92160,760.4628021000001,2949120
413.61,362.70319039000003,3923,0.002413876320876955,0.021655845642089843,0.26314115850254893,-0.002442801853976562,0.029047187755350024,0.7774520280770958,46,94208,777.1663633000001,3014656
400.82,403.71679402,3925,0.0023522224033386253,0.020623207092285156,0.2440571897663176,-0.002354238178668311,0.032173431769479066,0.7741841843817383,47,96256,793.8634232,3080192
404.02,424.25252522000005,3936,0.002470379054414628,0.022444725036621094,0.22613516729325056,-0.0024024145292059983,0.032330484897829595,0.7862354516517371,48,98304,810.5120507,3145728
532.01,520.7119514000001,3928,0.0024304215919013607,0.022072982788085938,0.21148857991211117,-0.0024401488288276598,0.026189293497009204,0.8430331178475171,49,100352,827.1954562000001,3211264
565.86,628.0422380399999,3918,0.0024749914340259083,0.022292327880859376,0.19401843762025237,-0.002400459464479354,0.0293383420095779,0.8270778219215572,50,102400,843.9196395,3276800
597.65,702.4587441100001,3924,0.0025483399574222844,0.02341938018798828,0.17631473052315413,-0.0024171641969587656,0.02985471854917705,0.8238835602998733,51,104448,860.6203233,3342336
548.31,704.7114192499998,3925,0.0024961163078961344,0.023307609558105468,0.1598952343687415,-0.002380839843681315,0.03360590141383,0.8042596578132362,52,106496,877.3161690000001,3407872
638.75,800.0181055,3924,0.0025644406713923786,0.023896217346191406,0.14527337867766618,-0.0023266374886588893,0.031341413414338604,0.8267829344142228,53,108544,894.0160165000001,3473408
653.16,840.7372075700004,3932,0.0025147705629946903,0.023479270935058593,0.13062521354295314,-0.0022831929418316577,0.029053572105476634,0.8380758163984865,54,110592,910.6803917000001,3538944
671.83,975.77933051,3938,0.0025792698164472556,0.024322319030761718,0.11703188945539296,-0.002417757134389831,0.031720329099334775,0.7661570452153683,55,112640,927.3194285000001,3604480
653.69,955.83152102,3948,0.0025994579783742765,0.0246795654296875,0.10266831731423735,-0.0024254346113593782,0.033482581726275384,0.8215486564207822,56,114688,943.9166962,3670016
654.55,933.4038256900001,3950,0.0025724695948098836,0.023831748962402345,0.08836768814362586,-0.002375642469996819,0.031367924000369383,0.8484876717207953,57,116736,960.5064141,3735552
621.78,988.6770858199998,3945,0.002708314598875921,0.026095771789550783,0.07510786647908389,-0.002339569085597759,0.03675126843736507,0.8054010985884815,58,118784,977.1164903,3801088
604.11,1013.8632028200002,3926,0.0025595636700696104,0.023752784729003905,0.06169096701778472,-0.0022596468370466027,0.03745603522402234,0.7617992480285466,59,120832,993.8079164000001,3866624
653.53,1132.34086639,3955,0.002720454792025007,0.026031303405761718,0.04732023226097226,-0.0022994896877207792,0.03437860012054443,0.7638248936738818,60,122880,1010.3792362,3932160
670.11,1171.1830965999998,3947,0.0026936703492137877,0.025559043884277342,0.03276402768678963,-0.0023097856683307327,0.03506435920135118,0.787936985027045,61,124928,1026.9844567999999,3997696
713.91,1309.89125088,3929,0.0026115680909506813,0.024570465087890625,0.019091477198526264,-0.002278119863331085,0.035648003831738606,0.7665262334980071,62,126976,1043.6621728,4063232
780.42,1400.5470790099998,3960,0.0029073334344141516,0.028490829467773437,0.004533948283642531,-0.0024025948034250176,0.031281692814081906,0.8559271344449371,63,129024,1060.2111482,4128768
731.16,1409.1663325700001,3953,0.002688607146462511,0.026050376892089843,-0.009886785829439759,-0.0022708841832354667,0.03499386680778116,0.7930662747938186,64,131072,1076.7881863,4194304
731.67,1459.32132469,3953,0.002922179361567752,0.029105186462402344,-0.022666788939386607,-0.0022949684149352833,0.03478815495036543,0.7773181329481303,65,133120,1093.3648064,4259840
705.86,1390.6586910299998,3958,0.002933771265557327,0.02933216094970703,-0.03400534223765135,-0.0023848133783758384,0.035224861261667684,0.8591782845091075,66,135168,1109.9234881,4325376
780.13,1592.9201214400005,3945,0.002840936776987646,0.027951431274414063,-0.044179400661960244,-0.0023584143990774465,0.03209231677465141,0.8399148534052074,67,137216,1126.5344748999999,4390912
