eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
79.86,-86.22937499999998,3724,0.0021019741655635476,0.0174591064453125,1.4023296814411879,-0.0013583947766164783,0.12252145910169929,-0.00435981284826994,1,2048,17.597137099999998,65536
110.64,-113.38648254,3761,0.0014608421304365183,0.010836219787597657,1.381301997229457,-0.0012330212972301523,0.03517273485194892,0.19973404966294767,2,4096,35.0237072,131072
66.13,-66.26736209,3626,0.0017627892394943587,0.013827133178710937,1.3532580591738224,-0.001421842943818774,0.03218759739538655,0.3910994345322251,3,6144,53.0967985,196608
90.42,-80.93000362000001,3562,0.0015549396728589775,0.0116668701171875,1.3269661452621222,-0.0013293275660544168,0.03243408565758728,0.5044206419959665,4,8192,71.49209590000001,262144
112.64,-101.07990962,3886,0.0017521437083789758,0.013872146606445312,1.3034009210765363,-0.0015044079686049373,0.03799547228263691,0.5738926566205919,5,10240,88.3579117,327680
102.14,-83.9175396,3790,0.0017292280879467933,0.013501739501953125,1.2805769570171832,-0.0015217799096717498,0.03683126716641709,0.6889210723340511,6,12288,105.648493,393216
104.68,-82.27047365,3861,0.0017072661234798022,0.013304710388183594,1.2587062448263169,-0.001530879121128237,0.03687151175690815,0.7421573817264289,7,14336,122.6213049,458752
84.34,-64.83856270000001,3913,0.001880596668678898,0.015075302124023438,1.233686638996005,-0.001729684824749711,0.038042850280180576,0.7710267387796194,8,16384,139.3702267,524288
150.73,-103.63554256000002,3929,0.00187028537009068,0.014896392822265625,1.2076572615653276,-0.001727763317649078,0.035909021401312205,0.7984157566446811,9,18432,156.0513106,589824
97.81,-64.32692316999999,3895,0.0018119512570156694,0.014292144775390625,1.182833432033658,-0.001688961531908717,0.037766487465705725,0.8096169974654913,10,20480,172.8745485,655360
79.26,-48.375635550000005,3932,0.0019450355641204412,0.015733718872070312,1.1578704822808503,-0.0018070153175358428,0.03529132850235328,0.8416278613731265,11,22528,189.54052339999998,720896
90.43,-48.85158432999999,3925,0.001993707137142239,0.01596240997314453,1.131053003296256,-0.0018832263031072216,0.035629406478255986,0.845645782025531,12,24576,206.23707539999998,786432
93.91,-45.58988629,3925,0.0021280325643523454,0.017647361755371092,1.101756726205349,-0.0019427861199801555,0.03404321736306883,0.8561285528121516,13,26624,222.9325035,851968
64.31,-24.066236039999993,3941,0.002107147395268322,0.017188262939453126,1.0741644259542227,-0.0019877315789926797,0.031493420636979866,0.8645487605826929,14,28672,239.56270419999998,917504
53.72,-16.91769225,3913,0.0020266232733303856,0.016341590881347658,1.0461946673691274,-0.0019319722072395963,0.03139958563260734,0.8720408779103309,15,30720,256.3097794,983040
62.05,-18.485141609999996,3918,0.0022127190291729012,0.018451499938964843,1.0176274996250867,-0.0019943662780860906,0.03031773435068317,0.8757712316699326,16,32768,273.03474930000004,1048576
38.81,0.6580872600000001,3917,0.0019074265341246827,0.014970207214355468,0.9917627930641174,-0.0018420953754684887,0.02835911181755364,0.8835934674134478,17,34816,289.7670992,1114112
60.36,-12.945863899999999,3910,0.002234243158659611,0.018751144409179688,0.9641543054953218,-0.0021188194423302775,0.025644619832746685,0.897098739258945,18,36864,306.52792730000004,1179648
67.76,-14.72231742,3905,0.0022040790435241204,0.018377113342285156,0.9351084949448705,-0.002062576831303886,0.02621482578688301,0.8876112738624216,19,38912,323.3107761,1245184
95.83,-12.673813829999999,3920,0.002259302643569618,0.018815994262695312,0.9044958451762796,-0.002108271131510264,0.02492547671427019,0.889746948168613,20,40960,340.0286138,1310720
105.85,-17.301083360000003,3928,0.002289074017887723,0.019043350219726564,0.8732161778956652,-0.002210837566235568,0.02314152753097005,0.8790865681134165,21,43008,356.7121389,1376256
70.34,0.5401438399999985,3925,0.002398136661543393,0.020431709289550782,0.839631037414074,-0.0022826782493211794,0.02097067140857689,0.8861390589503572,22,45056,373.40785370000003,1441792
60.12,9.643070280000002,3861,0.00234881670608741,0.019783210754394532,0.8075517233461141,-0.0021570799239270856,0.023520053160609677,0.8664804351050407,23,47104,390.4139677,1507328
80.62,11.811389680000001,3826,0.002284641867733218,0.019347381591796876,0.7762357022613287,-0.0021444602574774763,0.021893493126844986,0.8652729777852073,24,49152,407.54133340000004,1572864
75.35,16.8937707,3818,0.002122236660001769,0.017441177368164064,0.7467934058979153,-0.0021478143960848685,0.02150361821986735,0.8566312750102952,25,51200,424.70553090000004,1638400
129.86,10.89660831,3954,0.002292320946263894,0.019180679321289064,0.7162130223587155,-0.002229004623950459,0.018699838989414276,0.8524121692404151,26,53248,441.2783068,1703936
89.96,23.257197130000005,3946,0.0023439986615994366,0.019988059997558594,0.686173414811492,-0.0023527047986135587,0.018840736761922015,0.8330331813078373,27,55296,457.88783190000004,1769472
126.51,36.67527877999999,3923,0.002272047357517954,0.019088554382324218,0.6570711370557547,-0.0023100173613784135,0.0173494639020646,0.8262137421406806,28,57344,474.59170370000004,1835008
85.75,32.17505334,3962,0.0023733488208633946,0.020530509948730468,0.6297973427921534,-0.002340839777389192,0.01849919497035444,0.7963735906407237,29,59392,491.133351,1900544
168.17,52.002371270000005,3850,0.002387002185089975,0.02025184631347656,0.6007701735943556,-0.0023387911951431306,0.0163028063980164,0.7794884186703712,30,61440,508.15665029999997,1966080
185.22,61.065896149999986,3914,0.0022948908853489365,0.019431304931640626,0.5712299635633826,-0.0024033282248637987,0.01701178693037946,0.7591138215269894,31,63488,524.8982691,2031616
