eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
74.85,-79.92995943,3887,0.0019080634290929769,0.015024375915527344,1.4033153451979161,-0.001140537984247203,0.12276024469174444,0.0025589749217033385,1,2048,16.857884900000002,65536
160.81,-163.77543372000002,3924,0.0015940937181229942,0.011880302429199218,1.3793885234743357,-0.0012897838845674415,0.035423228872241454,0.1377261657267809,2,4096,33.560434300000004,131072
102.88,-102.55637942999998,3918,0.0015188973602029744,0.0110626220703125,1.3513902720063924,-0.0012907170410471735,0.03371150062303059,0.3408166067674756,3,6144,50.2881245,196608
110.72,-98.78345484999998,3935,0.0016616746522053333,0.012884140014648438,1.3234740272164345,-0.0014050023808522382,0.032079650461673735,0.4494342996738851,4,8192,66.9403839,262144
151.6,-133.60184454999998,3933,0.001562901220219529,0.011562538146972657,1.2996843419969082,-0.0013840700914443005,0.034395904006669295,0.6006866213865578,5,10240,83.6025125,327680
83.79,-67.61804767,3947,0.0016693455620413844,0.01324005126953125,1.2784807704389096,-0.0014913816849002615,0.03762646681861952,0.6748431648127735,6,12288,100.2070277,393216
49.05,-32.5000412,3938,0.0016809489429355107,0.012982559204101563,1.2568447709083557,-0.0015225499708321876,0.04208144414005801,0.7155055761802942,7,14336,116.84659,458752
130.6,-99.32137655000001,3945,0.001782078180466233,0.013855934143066406,1.2331006057560443,-0.0015927956177620218,0.03616577994544059,0.7776160096284002,8,16384,133.45788779999998,524288
68.21,-47.68023696,3941,0.0017774861985296177,0.014130973815917968,1.2098029799759389,-0.0016281423522741534,0.04043071441119537,0.7780012987088412,9,18432,150.08645449999997,589824
97.53,-64.09449518999999,3916,0.0017917870128911148,0.014076423645019532,1.1866076566278934,-0.0017110836604842916,0.03531207148917019,0.8238714886829257,10,20480,166.8224511,655360
68.02,-38.935134530000006,3935,0.0019374370824076117,0.015723991394042968,1.1628343775868415,-0.0017561138687597123,0.03866939952131361,0.8215780348982662,11,22528,183.47446269999998,720896
45.54,-25.885563939999997,3941,0.0020588985134549114,0.016614151000976563,1.1370784059166907,-0.0018614479595271405,0.03447838129941374,0.8511395573150367,12,24576,200.10249399999998,786432
51.96,-19.25773574,3933,0.0019225741364625518,0.015154457092285157,1.1094344511628151,-0.001816862694795418,0.03554397841216996,0.8478708920069039,13,26624,216.76301859999998,851968
84.29,-45.92531338,3913,0.002131872022815668,0.017356300354003908,1.0810275197029113,-0.0019520554258633637,0.032324790675193074,0.8685914608184249,14,28672,233.5115014,917504
45.09,-17.47493692,3917,0.0021517303899211398,0.017788505554199217,1.0519378919154405,-0.0020290808792196914,0.03173289624392055,0.8702665308257564,15,30720,250.2418705,983040
43.94,-11.329906,3924,0.0020606174267231024,0.016994285583496093,1.0254339933395387,-0.001967657479690388,0.031067436770536007,0.869191112020053,16,32768,266.9417107,1048576
77.54,-26.544782889999997,3918,0.0022110483134948596,0.01851654052734375,0.9980742791667581,-0.0020404450173373335,0.026680500287329777,0.8852027209009975,17,34816,283.666408,1114112
44.77,-7.4794965599999985,3924,0.002194450402455739,0.01824054718017578,0.9702396556735039,-0.0020686880190623922,0.028994838753715158,0.8626833185786381,18,36864,300.3667116,1179648
98.81,-27.032631029999997,3918,0.002126426486964314,0.017238616943359375,0.9421977309510112,-0.0020226722546794916,0.025768194027477875,0.8807216869201511,19,38912,317.09087059999996,1245184
47.19,-1.0658005599999993,3920,0.002234920693279834,0.018955230712890625,0.9129181500524283,-0.002164442311914172,0.025430095283081756,0.8771407385356724,20,40960,333.8063444,1310720
56.54,-2.7253383600000007,3920,0.00222648835767852,0.018717384338378905,0.8851308465003968,-0.0021381761769589504,0.022898757399525495,0.8872171371942386,21,43008,350.52563929999997,1376256
76.19,-4.27011571,3929,0.0020626298426442173,0.016802215576171876,0.8576965367421507,-0.0019394251190533395,0.022536638629389927,0.8805785827804357,22,45056,367.2044494,1441792
86.0,1.1891014999999998,3933,0.0022409037922740487,0.018636131286621095,0.8286960836499929,-0.00210848475308012,0.024006157892290502,0.8659181504044682,23,47104,383.8653792,1507328
36.75,11.837356029999999,3922,0.0022748944372659166,0.019120216369628906,0.7979906242340803,-0.002225873611314455,0.020813512773020192,0.8696783321443945,24,49152,400.574306,1572864
65.85,10.65480818,3924,0.002218094638605933,0.018500328063964844,0.7686426332220435,-0.002210367820953252,0.020342511218041183,0.861317004961893,25,51200,417.27326719999996,1638400
86.1,13.74854737,3931,0.002292710545296171,0.019002723693847656,0.737258511967957,-0.002278049974847818,0.019444482889957725,0.8536175196059048,26,53248,433.9431624,1703936
69.61,16.98387853,3919,0.002174925287913522,0.017746734619140624,0.7084313893690706,-0.0021779858238005546,0.021915528300451115,0.8192017336376012,27,55296,450.6630297,1769472
66.72,17.910429960000002,3933,0.0023459415577935226,0.019960403442382812,0.6800990251824259,-0.00234649535123026,0.020595275814412162,0.8093915432225913,28,57344,467.3264425,1835008
102.98,29.760809280000004,3925,0.0023136180432546454,0.01959514617919922,0.6516280967742205,-0.0023210339204524644,0.017181761999381706,0.8061938723549247,29,59392,484.02406279999997,1900544
114.2,36.47552675,3929,0.002417669891503537,0.020363998413085938,0.6201548852026463,-0.002395224991050782,0.018496787414187567,0.7860488882753998,30,61440,500.70347599999997,1966080
140.45,46.061987419999994,3748,0.0025085603593681936,0.02181377410888672,0.5890918413177133,-0.0025937873982911698,0.016986572204041296,0.7693297714460641,31,63488,518.1876839,2031616
123.26,59.226408490000004,3676,0.002186606054761223,0.018317222595214844,0.5618566799908876,-0.002308048166378285,0.019561612635152416,0.7566266890615225,32,65536,536.0123531,2097152
114.3,59.95538931000001,3644,0.0022644524448103124,0.019422531127929688,0.5376345729455352,-0.0023300130720599554,0.023621239839121698,0.7297622992191464,33,67584,553.9975933,2162688
157.33,72.74325615,3843,0.002269427667454,0.019024658203125,0.5128463273867965,-0.002345558257729863,0.02109443172812462,0.7126751663163304,34,69632,571.0498833,2228224
108.11,65.28721124000002,3684,0.002181489163987937,0.018265342712402342,0.48886257512494924,-0.0022461362575995738,0.027840223268140108,0.693232596386224,35,71680,588.8365884,2293760
207.83,101.33056506000003,3822,0.002338219034353106,0.02001190185546875,0.46481808051466944,-0.002399300393881276,0.022970911173615605,0.7100030730012804,36,73728,605.9814408,2359296
148.83,92.24383081,3865,0.0020923777168784753,0.01743907928466797,0.4415786330588162,-0.002298006240744144,0.029589422239223496,0.6726512334309518,37,75776,622.9352764,2424832
152.04,108.91223678,3863,0.00226558434875909,0.019717025756835937,0.4195072014816105,-0.0024093877840641654,0.025829381437506526,0.6901171586476267,38,77824,639.8982617,2490368
213.51,135.83323194000002,3858,0.002291862049209413,0.01982269287109375,0.3974258882924914,-0.0024159239679647725,0.02551449562306516,0.6865592150948941,39,79872,656.884096,2555904
226.26,158.69244731999999,3869,0.0022549378031943386,0.019300079345703124,0.3762612767517567,-0.002366961873485707,0.023935315874405207,0.6999961118213832,40,81920,673.822189,2621440
277.75,202.05495769,3853,0.002343089828931377,0.020246124267578124,0.3536765821278095,-0.002433428338554222,0.0263550981413573,0.7217630823142827,41,83968,690.8282246,2686976
338.68,234.05208917,3882,0.0023952720090795027,0.021247291564941408,0.3334290185943246,-0.0025398828176548703,0.023334232083288952,0.7489538589958101,42,86016,707.7092939,2752512
327.45,257.02268673000003,3870,0.002322863421531803,0.020445632934570312,0.31447121752426027,-0.0024432680183963384,0.02764780317666009,0.7368444897700102,43,88064,724.6421216,2818048
323.95,286.83522416,3877,0.0022696725182188605,0.020088577270507814,0.29668954787775875,-0.002338714848883683,0.032632525556255135,0.7247355489525944,44,90112,741.5456537,2883584
350.99,329.16700756,3888,0.0024419540589546798,0.0222564697265625,0.27966060414910315,-0.0024567715223383856,0.03227686146274209,0.7342358522117138,45,92160,758.4003378,2949120
463.05,433.1367859,3870,0.0025410455101945928,0.023181343078613283,0.2609961787238717,-0.002570324875523511,0.029394793888786807,0.7716661675833165,46,94208,775.3346515,3014656
436.61,423.5807674799999,3867,0.0025032152597942474,0.02283172607421875,0.2425043798983097,-0.0024290560955705586,0.0306830640649423,0.7731272148899734,47,96256,792.2804538,3080192
449.35,462.70034304,3878,0.0024502125232110836,0.022269248962402344,0.22549095638096334,-0.002440954513258475,0.0313401747669559,0.7693722827360034,48,98304,809.1804634,3145728
487.31,547.21917945,3889,0.002498088224109849,0.023157882690429687,0.20813606600277126,-0.0024827823173836803,0.030392422433942558,0.7659471007995308,49,100352,826.0296307,3211264
494.51,563.43641255,3866,0.002479438855795597,0.022439002990722656,0.19110530433245004,-0.0024133059741870966,0.0322280939319171,0.7601718134246767,50,102400,842.9793733,3276800
478.51,594.35045876,3891,0.0025296634266015736,0.02306022644042969,0.17477776017040014,-0.00239585835224716,0.03483236246975139,0.7311692955438047,51,104448,859.8203968,3342336
612.54,728.0312565199998,3883,0.002499044417000199,0.02341880798339844,0.16161007368937136,-0.0024648100952617824,0.02885788190178573,0.7898392539937049,52,106496,876.6980347,3407872
624.19,830.8613139199998,3895,0.002469727902284194,0.022907829284667967,0.14665929777547718,-0.002370754483854398,0.030071421706816183,0.7365190079901367,53,108544,893.523728,3473408
587.55,772.3364666000001,3905,0.0025882719018187413,0.024129486083984374,0.13050943058915437,-0.002429916663822951,0.030946753401076423,0.7565821351017803,54,110592,910.30655,3538944
680.45,928.31518786,3892,0.0024986264056800728,0.023464012145996093,0.11647116695530713,-0.002451609662603005,0.02758876823936589,0.7745097847189755,55,112640,927.1452768,3604480
618.78,838.8025368399999,3880,0.002565059532194808,0.024117088317871092,0.10514084938913584,-0.0023826444336009444,0.02795072413282469,0.8192994921002537,56,114688,944.0344937,3670016
725.11,1022.4217222500001,3662,0.0027066220250886613,0.02576026916503906,0.09191720229573548,-0.002466173028915364,0.02682939635706134,0.7987796337809414,57,116736,961.9275747,3735552
